energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,artist,track_name,popularity,success
0.718,0.182,101.013,0.0254,0.175,0.0,4,0.638,0,194453,-3.995,0.418,0,RONDÉ,Hard To Say Goodbye,70,1
0.375,0.105,93.039,0.154,0.676,2.63e-05,4,0.831,0,139355,-9.354,0.209,1,Carlos Cortez,Se Va,57,1
0.309,0.101,93.006,0.0417,0.8,1.22e-06,4,0.715,10,261750,-11.412,0.651,1,Jaonaay,แปะหัวใจ (14th Feb),62,1
0.838,0.31,120.015,0.0538,0.212,0.0,4,0.776,9,185031,-5.919,0.672,1,Sick Luke,LA STREGA DEL FRUTTETO (feat. chiello & Madame),61,1
0.436,0.13,90.96,0.0285,0.713,0.0,4,0.422,0,251087,-9.201,0.315,1,Omer Adam,שלמים - מתוך חזרות למופע NEXT,39,1
0.271,0.0883,135.783,0.0347,0.753,1.23e-06,4,0.507,8,240754,-13.185,0.399,1,理想混蛋,不是因為天氣晴朗才愛你,64,1
0.913,0.0748,95.05,0.0339,0.00373,0.0,4,0.623,7,211177,-4.388,0.705,1,Portion Boys,Vauhti kiihtyy (feat. Matti ja Teppo),63,1
0.67,0.0733,100.004,0.143,0.269,0.0,4,0.795,1,168450,-5.313,0.643,0,Harrdy Sandhu,Bijlee Bijlee,63,1
0.384,0.0933,130.087,0.241,0.698,0.0,4,0.895,3,125538,-7.204,0.697,0,uniqe,ТОЛПЫ КРИЧАТ,70,1
0.536,0.129,81.039,0.242,0.41,0.0,4,0.789,6,165926,-6.862,0.437,1,Polo G,RAPSTAR,79,1
0.692,0.082,123.03,0.068,0.0286,2.22e-05,4,0.777,1,203049,-5.814,0.627,1,Noa Kirel,טרילילי טרללה,56,1
0.665,0.151,166.006,0.0755,0.0481,0.0,4,0.747,1,226240,-6.538,0.634,1,J Balvin,Bebé Que Bien Te Ves,71,1
0.524,0.0787,106.985,0.0535,0.629,0.0,4,0.8,10,206361,-8.313,0.486,1,PUNYARB,คำถาม,63,1
0.503,0.405,178.781,0.22,0.293,0.0,4,0.593,8,137704,-6.725,0.71,0,Lil Nas X,MONTERO (Call Me By Your Name),90,1
0.657,0.111,185.938,0.193,0.142,0.0,4,0.682,1,156147,-4.462,0.564,0,Feid,CHIMBITA,64,1
0.708,0.0635,122.916,0.0394,0.428,0.0,4,0.757,1,200600,-4.385,0.798,0,New Hope Club,Know Me Too Well (with Danna Paola),73,1
0.447,0.382,78.861,0.045,0.234,0.0,4,0.448,6,251533,-7.161,0.299,0,Awesome City Club,勿忘,72,1
0.65,0.0603,160.165,0.179,0.205,0.0,4,0.567,8,240195,-5.484,0.386,1,pyrokinesis,Цветами радуги,65,1
0.828,0.105,119.953,0.0297,0.106,0.000605,4,0.787,11,182700,-3.579,0.544,0,Pascal Letoublon,Friendships (Lost My Love),74,1
0.822,0.139,97.019,0.0367,0.00624,1.99e-05,4,0.726,7,205133,-5.106,0.768,1,Magiera,Drobna zabawa,62,1
0.499,0.131,122.07,0.481,0.385,0.0,4,0.621,6,145574,-6.998,0.421,0,Mc Poze do Rodo,Eu Fiz o Jogo Virar,80,1
0.565,0.107,159.892,0.0372,0.38,0.0195,3,0.405,1,214149,-9.266,0.166,0,Ivan Cornejo,Está Dañada,85,1
0.118,0.116,93.086,0.0298,0.912,0.0,4,0.698,5,152416,-12.113,0.552,1,Hafdís Huld,Litlar stjörnur,44,1
0.599,0.192,140.058,0.12,0.193,0.0,4,0.847,0,180001,-6.821,0.5,1,Платина,Abu Dhabi Ba6y,67,1
0.559,0.138,72.498,0.0358,0.0145,0.0,4,0.559,11,220780,-6.425,0.338,1,Troye Sivan,Angel Baby,78,1
0.464,0.113,132.075,0.309,0.607,0.0,4,0.797,1,227185,-9.441,0.266,1,Rocco Hunt,"Fa' o' Brav' (feat. Emis Killa, Yung Snapp, MV Killa, Lele Blade)",61,1
0.538,0.289,159.996,0.0356,0.217,0.00289,4,0.579,4,241983,-7.208,0.567,0,Anatomy Rabbit,Extraordinary,60,1
0.76,0.317,80.018,0.0574,0.114,0.0,4,0.649,1,161853,-6.487,0.843,1,Walker Hayes,Fancy Like,70,1
0.682,0.118,176.189,0.0781,0.202,0.0,4,0.68,7,190929,-3.873,0.53,0,LIT killah,Mala Mía,76,1
0.567,0.0867,144.183,0.225,0.22,0.0,4,0.704,6,213438,-10.133,0.5,0,Immune,Anthem,57,1
0.091,0.101,119.95,0.0375,0.921,0.0,4,0.715,9,150883,-13.713,0.542,1,Hafdís Huld,Sofa urtubörn,43,1
0.712,0.16,129.991,0.238,0.0144,0.00137,4,0.923,9,125320,-5.106,0.543,0,Niska,Mapess,62,1
0.719,0.0449,86.019,0.0675,0.183,0.0,4,0.762,4,154913,-4.824,0.944,0,The La Planta,Te Mentiría,64,1
0.6,0.192,143.961,0.0297,0.071,0.0,4,0.548,5,258733,-5.049,0.296,1,Masaki Suda,虹,71,1
0.251,0.116,102.573,0.0266,0.655,0.0,4,0.606,10,212535,-9.644,0.259,1,Cherrie,Stockholm i natt,54,1
0.721,0.111,132.043,0.0326,0.0719,2.8e-05,4,0.818,0,148876,-5.251,0.936,0,Sivas,Push it to the limit,61,1
0.733,0.144,166.199,0.175,0.368,0.0,4,0.606,9,196210,-4.46,0.672,1,Marília Mendonça,Presepada,73,1
0.699,0.116,115.947,0.112,0.266,0.0,4,0.643,4,169586,-5.458,0.636,1,Marília Mendonça,Não Sei o Que Lá,71,1
0.374,0.111,75.503,0.723,0.288,1.67e-06,4,0.768,7,195200,-12.49,0.398,1,Arz,Alone With You,78,1
0.704,0.727,84.926,0.0713,0.14,0.0,4,0.613,4,280895,-7.626,0.587,0,Damas Gratis,Perrito Malvado,71,1
0.7,0.663,90.02,0.0768,0.568,0.00051,4,0.787,4,233453,-4.598,0.791,0,Blessd,Medallo,78,1
0.736,0.151,90.464,0.405,0.263,0.0,4,0.627,4,266240,-7.48,0.787,0,PLK,A la base,60,1
0.337,0.0848,109.888,0.0427,0.777,1.42e-05,4,0.592,1,182068,-11.714,0.223,1,Melissa Horn,Lämna honom,63,1
0.173,0.12,140.323,0.0426,0.921,0.0,4,0.469,1,256868,-11.396,0.304,1,Arash Buana,if u could see me cryin' in my room,73,1
0.892,0.216,82.995,0.0587,0.085,0.0,4,0.588,11,164523,-3.905,0.711,1,Oxxxymiron,ЦУНАМИ,56,1
0.538,0.116,136.006,0.0255,0.128,0.0141,4,0.504,0,271765,-8.745,0.138,1,Blackbeans,Wish,63,1
0.731,0.0891,86.959,0.0887,0.18,0.0,4,0.526,11,193221,-4.662,0.476,1,Luan Santana,MORENA,83,1
0.499,0.0687,103.997,0.24,0.0213,0.0,4,0.734,3,198131,-10.062,0.579,0,Moti Taka,בלילה,53,1
0.633,0.137,112.028,0.0611,0.0192,4.74e-05,4,0.87,11,420039,-8.32,0.732,0,Mas Musiq,"Uzozisola (feat. Aymos, Kabza De Small & DJ Maphorisa)",48,1
0.637,0.11,79.98,0.329,0.112,0.0,4,0.775,2,186000,-5.62,0.163,1,Tussin,Ora 6,41,1
0.624,0.221,147.929,0.0274,0.426,0.0,4,0.463,7,285587,-5.118,0.521,1,優里,ドライフラワー,77,1
0.693,0.0829,129.882,0.0559,0.266,0.0,4,0.608,11,153740,-4.057,0.308,1,John Amplificado,Chega E Senta - Ao Vivo,83,1
0.877,0.407,82.644,0.306,0.027,1.13e-06,4,0.745,1,155000,-4.17,0.442,1,Drago200,TOTA,70,1
0.751,0.118,140.095,0.125,0.162,6.59e-06,4,0.721,10,185481,-6.203,0.738,0,Katy Perry,Harleys In Hawaii,73,1
0.788,0.171,91.211,0.167,0.38,0.0,4,0.645,11,175876,-5.026,0.584,1,Hov1,Räkna dagar,69,1
0.49,0.117,79.982,0.076,0.186,0.0,4,0.7,0,161803,-5.187,0.569,1,Oliver Tree,Life Goes On,93,1
0.705,0.169,92.911,0.0407,0.363,0.0,4,0.512,6,227595,-6.051,0.517,0,Rizky Febian,Terlukis Indah,73,1
0.833,0.124,157.438,0.231,0.3,2.49e-06,4,0.657,4,116404,-3.544,0.55,0,rizza,плачь,67,1
0.649,0.111,94.02,0.0601,0.172,0.000237,4,0.74,7,165957,-4.297,0.645,1,Maria Becerra,Mi Debilidad,70,1
0.131,0.156,136.161,0.0316,0.983,0.00544,4,0.542,7,190013,-14.104,0.319,1,John Mayer,You're Gonna Live Forever in Me,73,1
0.81,0.0709,131.022,0.0912,0.0713,1.63e-05,4,0.706,9,194380,-4.464,0.415,0,Madame,MAREA,44,1
0.68,0.107,91.967,0.0476,0.56,0.905,4,0.558,9,144907,-9.301,0.542,0,Yüzyüzeyken Konuşuruz,Dinle Beni Bi',72,1
0.631,0.436,106.999,0.049,0.494,9.42e-06,4,0.879,10,182125,-4.338,0.656,1,Morvasu,Melbourne,61,1
0.587,0.0727,119.936,0.113,0.203,0.0,4,0.827,9,190000,-5.531,0.774,0,Diljit Dosanjh,Lover,73,1
0.611,0.131,122.997,0.0718,0.0615,0.0,4,0.84,11,157439,-6.904,0.898,0,EDIS,Martılar,71,1
0.616,0.446,183.76,0.149,0.55,0.0,4,0.463,7,193853,-7.166,0.695,1,Miriam Bryant,tystnar i luren,67,1
0.732,0.243,135.005,0.0308,0.108,0.0,4,0.774,9,192725,-4.227,0.734,1,Gusttavo Lima,Ficha Limpa,11,1
0.841,0.0876,99.963,0.0545,0.405,0.0,4,0.722,1,166984,-3.561,0.467,1,Rkomi,LUNA PIENA (con IRAMA),75,1
0.783,0.119,172.041,0.062,0.449,7.96e-06,4,0.603,6,173104,-4.023,0.775,1,Steve Lacy,Dark Red,88,1
0.521,0.0851,109.689,0.0438,0.64,0.0,4,0.785,4,181741,-7.389,0.481,0,Puerto,Vďaka Ti - Acoustic Version,59,1
0.933,0.312,123.999,0.108,0.125,0.00193,4,0.902,0,248000,-0.981,0.769,1,El Alfa,Acuetate,62,1
0.901,0.142,152.04,0.0452,0.00785,0.0,4,0.667,7,206053,-3.979,0.56,1,Galin,Vendetta,45,1
0.656,0.287,171.918,0.0676,0.451,7.97e-06,4,0.636,2,151506,-5.542,0.439,0,Bad Bunny,120,83,1
0.548,0.279,139.549,0.474,0.0876,0.000443,4,0.738,0,137143,-9.888,0.884,1,Simba La Rue,Opinel,67,1
0.812,0.234,139.966,0.0475,0.112,0.0,4,0.818,9,231708,-4.425,0.844,1,MYA,2:50 Remix,80,1
0.941,0.0511,179.626,0.0466,3.84e-05,0.633,4,0.345,9,147062,-9.918,0.407,1,Surf Curse,Freaks,88,1
0.731,0.201,76.999,0.0542,0.589,0.000208,4,0.692,8,191886,-7.158,0.519,0,MC $oho & KidNey,跌嘢唔好搵,58,1
0.765,0.0936,114.044,0.0993,0.0112,0.0,4,0.746,6,199054,-4.41,0.737,0,BTS,Dynamite,87,1
0.525,0.0921,80.87,0.0944,0.44,6.7e-06,4,0.761,11,238805,-6.9,0.531,1,Glass Animals,Heat Waves,91,1
0.506,0.118,99.997,0.153,0.00607,0.0332,4,0.956,3,163693,-8.107,0.503,1,Big Baby Tape,Errbody Sleeping,68,1
0.611,0.119,100.024,0.0864,0.223,0.0,4,0.854,8,254400,-6.26,0.417,0,AP Dhillon,Brown Munde,73,1
0.584,0.0673,140.011,0.0458,0.113,0.0103,4,0.847,9,200143,-6.289,0.596,0,Static & Ben El,אפס מאמץ,55,1
0.738,0.15,140.046,0.337,0.118,0.0,4,0.747,8,173573,-4.72,0.605,0,Kizo,Pogo,58,1
0.178,0.234,134.93,0.0464,0.935,4.81e-06,3,0.72,4,182533,-12.855,0.728,1,LEA,Wenn Du mich lässt,54,1
0.609,0.0778,115.034,0.0632,0.102,3.21e-05,4,0.546,2,198000,-5.711,0.378,1,Mergui,אנג'ל,29,1
0.781,0.121,138.005,0.324,0.373,0.0,4,0.753,2,182347,-6.819,0.737,1,Niska,140G,66,1
0.568,0.0952,93.992,0.328,0.223,2.09e-06,4,0.859,1,197813,-11.326,0.536,1,YNY Sebi,Hadad,55,1
0.601,0.0919,174.068,0.213,0.289,0.45,4,0.791,0,200000,-6.636,0.867,1,Cris Mj,Locura y Maldad,67,1
0.435,0.0987,123.082,0.0546,0.852,0.0,4,0.737,1,176098,-7.301,0.466,0,BLANCO,Lucciole,76,1
0.596,0.138,140.052,0.161,0.00474,0.0122,4,0.615,1,218765,-7.196,0.18,1,Oscar,Beast Mode,45,1
0.449,0.155,144.88,0.119,0.595,0.0,4,0.699,10,175995,-7.759,0.543,1,Sigourney K,Vreemde Voor Mij,74,1
0.836,0.0817,133.16,0.317,0.537,0.0,4,0.718,11,119206,-4.654,0.391,1,UZI,CINDY,79,1
0.661,0.157,118.055,0.0614,0.436,0.0,4,0.378,7,242155,-6.221,0.509,0,Urworld,Sunkissed,65,1
0.502,0.0273,112.016,0.102,0.0587,0.00458,4,0.891,10,480000,-12.972,0.328,0,Mellow & Sleazy,"Bopha (feat. DJ Maphorisa, Madumane & Young Stunna)",59,1
0.348,0.169,133.934,0.0335,0.728,0.0135,4,0.57,2,253819,-12.901,0.377,1,Terence Lam,時光倒流一句話,56,1
0.424,0.116,119.976,0.295,0.339,0.0,4,0.922,7,162000,-10.063,0.497,1,Saske,Checks,58,1
0.622,0.0948,80.015,0.046,0.163,0.0,4,0.715,4,195053,-5.102,0.808,0,Sebastian Yatra,Pareja Del Año,87,1
0.743,0.0984,174.002,0.034,0.0671,6.85e-05,4,0.503,10,209655,-4.712,0.313,1,Męskie Granie Orkiestra 2021,"I Ciebie też, bardzo (feat. Daria Zawiałow, Dawid Podsiadło & Vito Bambino)",73,1
0.715,0.609,123.854,0.0595,0.0265,0.0,4,0.539,11,165524,-6.639,0.489,0,MEDUZA,Tell It To My Heart,79,1
0.231,0.164,139.975,0.482,0.616,0.0,4,0.9,7,125051,-14.385,0.598,0,Cristian D,Le Bled,66,1
0.63,0.234,129.949,0.0472,0.0942,0.0,4,0.654,0,166154,-7.322,0.135,1,Nik Tendo,13. komnata,60,1
0.671,0.401,124.024,0.0752,0.0317,0.000474,4,0.811,0,185945,-7.574,0.622,0,Irina Rimes,N-avem Timp,55,1
0.878,0.1,142.886,0.269,0.321,0.0,4,0.828,7,378080,-5.241,0.777,1,Le classico organisé,Le classico organisé,70,1
0.735,0.0853,117.989,0.0674,0.297,0.00219,4,0.774,11,196271,-7.302,0.4,0,Rack,NASA,55,1
0.502,0.103,109.965,0.211,0.52,0.000187,4,0.841,6,224747,-9.068,0.863,0,BoyWithUke,Two Moons,82,1
0.703,0.0865,169.888,0.0794,0.0889,1.78e-06,4,0.639,4,207301,-6.33,0.138,0,Tainy,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),92,1
0.899,0.332,147.962,0.0322,0.423,1.84e-05,4,0.667,11,239928,-4.402,0.835,0,João Gomes,Se For Amor,80,1
0.698,0.611,134.989,0.0573,0.45,5.97e-06,4,0.9,3,345343,-6.617,0.881,1,Renja,Phi Hành Gia,54,1
0.514,0.0905,129.927,0.0357,0.6,0.0,4,0.643,5,242693,-7.442,0.483,1,Mike 曾比特,我不是邱比特 - 合唱版,57,1
0.819,0.224,93.331,0.0783,0.148,0.0,3,0.483,8,222968,-4.404,0.528,0,Disme,"Blueface (feat. Izi, Tedua)",66,1
0.663,0.178,171.698,0.0536,0.00938,0.0,4,0.546,9,282680,-6.071,0.407,1,Official HIGE DANdism,I LOVE...,69,1
0.388,0.178,96.194,0.442,0.772,0.0,4,0.688,7,190515,-15.093,0.595,0,Einár,Unge Med Extra Energi,66,1
0.66,0.0636,134.0,0.38,0.258,0.0,4,0.588,9,159707,-5.775,0.776,1,Niska,Canelo,64,1
0.887,0.257,151.92,0.0564,0.369,1.39e-06,4,0.668,11,157176,-4.404,0.907,0,João Gomes,Meu Pedaço de Pecado,82,1
0.432,0.0915,129.386,0.0454,0.859,0.0,4,0.471,4,288733,-7.846,0.159,0,Hebe Tien,無人知曉,63,1
0.9,0.38,108.044,0.103,0.238,0.0,4,0.599,11,194292,-4.214,0.687,1,Mirror,All In One,49,1
0.817,0.355,82.466,0.0474,0.0263,0.0,4,0.51,1,167273,-6.192,0.159,1,quiizzzmeow,Aomine Daiki,70,1
0.449,0.107,88.039,0.0706,0.656,1.91e-05,4,0.642,3,225000,-8.502,0.328,0,Miyagi & Andy Panda,Патрон,68,1
0.464,0.181,123.942,0.0589,0.847,4.11e-06,4,0.794,11,232258,-7.654,0.479,1,W/N,3 1 0 7 (feat. Duongg & Nâu),50,1
0.701,0.0942,117.991,0.0672,0.0765,0.0,4,0.826,6,365320,-5.596,0.654,0,Le classico organisé,Cœur de pirate,62,1
0.624,0.102,95.018,0.292,0.0131,0.0,4,0.795,7,121159,-7.245,0.693,1,shadowraze,astral step,62,1
0.567,0.0959,104.968,0.174,0.00769,0.000569,4,0.933,11,120860,-5.832,0.157,1,Big Baby Tape,Ladidadida,69,1
0.796,0.22,172.128,0.125,0.0189,1.18e-06,4,0.552,5,188000,-6.227,0.697,0,Ink Waruntorn,สายตาหลอกกันไม่ได้ (Eyes don't lie),60,1
0.527,0.11,95.034,0.0786,0.571,0.0,4,0.745,6,282629,-8.09,0.385,1,Da LAB,Gác Lại Âu Lo (feat. Miu Lê),56,1
0.655,0.0894,91.942,0.162,0.315,3.39e-05,4,0.912,8,138293,-6.029,0.793,0,Doja Cat,Get Into It (Yuh),88,1
0.71,0.167,130.037,0.171,0.517,0.0,4,0.798,8,155307,-5.078,0.82,0,Maninho,Pode Tentar,60,1
0.792,0.128,140.007,0.0505,0.319,0.0,4,0.425,7,232224,-5.252,0.367,1,Dear Jane,銀河修理員,54,1
0.779,0.096,169.966,0.248,0.0306,0.0,4,0.607,8,217412,-5.923,0.875,0,Galena,Ти не си за мен,47,1
0.675,0.124,120.144,0.0654,0.0673,1.94e-05,4,0.894,2,133777,-6.618,0.546,1,Ghali,Wallah,67,1
0.78,0.0593,92.059,0.0814,0.0781,0.0,4,0.612,1,273273,-5.123,0.554,0,Jubin Nautiyal,Dil Galti Kar Baitha Hai,72,1
0.78,0.196,91.93,0.327,0.71,1.97e-05,4,0.719,11,182772,-5.897,0.676,1,SNIK,Dominicana Latina,60,1
0.829,0.0411,179.973,0.184,0.0787,0.000146,4,0.781,9,85333,-3.483,0.894,0,Dan Ventura,Passinho Debochado,80,1
0.553,0.0847,99.999,0.042,0.409,0.0,4,0.68,0,198221,-7.116,0.352,1,Dermot Kennedy,Better Days,72,1
0.688,0.116,100.025,0.129,0.244,1.62e-06,4,0.832,5,213656,-4.923,0.406,0,Atomic Otro Way,Búscate Otro,70,1
0.796,0.36,95.009,0.0437,0.222,0.0,4,0.656,11,221020,-4.294,0.699,0,Rkomi,PARTIRE DA TE,75,1
0.638,0.106,120.054,0.221,0.0558,0.0,4,0.931,7,144500,-7.291,0.797,1,Trannos,COCO,58,1
0.39,0.358,130.025,0.281,0.78,0.0,4,0.918,11,203077,-13.863,0.837,1,LOAM,MEDVETSLÖS,56,1
0.422,0.712,122.071,0.0365,0.851,0.00111,4,0.738,5,268525,-9.76,0.315,1,W/N,3 1 0 7 - 2 (feat. W/N & Nau),56,1
0.878,0.263,179.815,0.0556,0.179,0.0,4,0.564,9,197333,-1.592,0.313,1,pyrokinesis,Днями-ночами,64,1
0.523,0.281,141.034,0.147,0.0693,0.0,4,0.721,7,191985,-8.399,0.757,1,Koba LaD,Daddy chocolat,76,1
0.511,0.108,113.171,0.122,0.458,0.0,5,0.563,0,206405,-6.415,0.21,0,Yade Lauren,In De Nacht,73,1
0.688,0.0806,121.056,0.0865,0.0493,0.000184,4,0.892,7,185250,-5.907,0.711,0,ICEKIID,Bagateller,58,1
0.558,0.192,74.934,0.203,0.389,0.0,4,0.62,5,168514,-9.689,0.492,0,Leto,Mapessa (feat. Tiakola),73,1
0.582,0.295,143.887,0.04,0.0734,1.88e-06,4,0.758,5,189125,-5.433,0.463,0,Sfera Ebbasta,UHLALA,73,1
0.77,0.15,177.998,0.223,0.138,0.0,4,0.762,5,201181,-2.758,0.631,1,Maluma,Sobrio,89,1
0.903,0.0816,120.044,0.0729,0.0899,0.0,4,0.808,9,198053,-2.179,0.922,1,TWICE,The Feels,72,1
0.654,0.127,180.11,0.279,0.249,0.0,4,0.716,8,186833,-6.702,0.958,0,Calibre 50,Cuidando El Territorio,79,1
0.705,0.114,108.007,0.114,0.371,1.61e-06,4,0.753,1,201250,-5.393,0.613,0,Mecna,La più bella,60,1
0.323,0.109,109.731,0.0275,0.536,0.0,4,0.495,9,285935,-6.901,0.14,0,Adele,Love In The Dark,83,1
0.44,0.0945,80.237,0.367,0.409,7.31e-06,4,0.619,11,205200,-10.716,0.54,0,Kevin,Samen,65,1
0.871,0.357,120.009,0.123,0.0397,0.0,4,0.548,11,196497,-5.377,0.487,1,yama,春を告げる,70,1
0.806,0.0703,124.927,0.0886,0.0209,0.0542,4,0.854,11,157890,-8.262,0.637,0,ACRAZE,Do It To It,84,1
0.588,0.0929,107.022,0.0464,0.128,0.0004,4,0.811,1,226187,-3.161,0.553,1,Fuego,Una Vaina Loca,80,1
0.879,0.0846,143.941,0.0327,0.0336,0.000607,4,0.511,0,264336,-4.162,0.313,1,The Minds Of 99,Under Din Sne,54,1
0.849,0.119,175.908,0.186,0.00253,0.0,4,0.52,9,236907,-3.794,0.774,0,Ed Sheeran,Overpass Graffiti,88,1
0.0915,0.0926,146.165,0.0438,0.89,0.0,3,0.742,2,197137,-13.086,0.813,1,Hafdís Huld,Ljós,43,1
0.724,0.277,140.126,0.0304,0.2,0.00737,4,0.678,11,180137,-6.218,0.518,1,costee,Elämä on hetken ihanaa,54,1
0.653,0.0916,90.996,0.118,0.222,0.0,4,0.794,2,233317,-8.258,0.58,1,SAMBLACK,ไม่ยินดี,63,1
0.646,0.108,176.089,0.317,0.152,1.85e-05,4,0.754,7,242573,-5.795,0.429,1,J Balvin,LA CANCIÓN,83,1
0.825,0.369,68.057,0.0639,0.457,1.48e-06,5,0.62,6,210280,-5.901,0.482,0,El Tachi,Movie,45,1
0.65,0.0963,122.021,0.0503,0.374,0.0,4,0.717,1,197556,-6.49,0.627,1,Anson Lo 盧瀚霆,突如其來的心跳感覺 (ViuTv 劇集 [大叔的愛] 主題曲),56,1
0.475,0.114,175.912,0.0335,0.618,0.0,4,0.458,3,219874,-6.631,0.211,1,阿冗,你的答案,63,1
0.31,0.181,102.788,0.0279,0.483,0.0,4,0.513,0,183747,-9.647,0.164,1,Thomas Stenström,Drömmare,53,1
0.723,0.0818,103.101,0.143,0.107,0.0,4,0.633,8,264533,-5.733,0.688,0,Kenshi Yonezu,感電,71,1
0.405,0.108,139.641,0.0293,0.79,0.0,4,0.53,0,200162,-7.644,0.393,1,Kaho Hung,逆時車站,56,1
0.742,0.0976,169.921,0.351,0.471,0.0142,4,0.706,1,173647,-3.19,0.595,0,Andy Rivera,Monumento,69,1
0.744,0.0909,123.984,0.0294,0.287,0.000934,4,0.79,9,174348,-7.033,0.798,0,Milky Chance,Colorado,57,1
0.739,0.161,93.005,0.0411,0.365,0.00137,4,0.727,8,145800,-3.805,0.533,1,CKay,love nwantiti (ah ah ah),95,1
0.527,0.13,168.017,0.227,0.57,0.0,4,0.728,7,243217,-7.508,0.817,1,Blessd,Dos Problemas (feat. Big Soto) - Remix,76,1
0.554,0.152,140.026,0.218,0.161,6.12e-05,4,0.831,1,168228,-9.998,0.396,0,LISA,MONEY,92,1
0.725,0.0857,140.816,0.104,0.216,0.0,3,0.685,1,120638,-5.523,0.463,0,Marama,Ya No Llora,75,1
0.734,0.404,124.957,0.035,0.00505,1.25e-05,4,0.731,1,174843,-7.693,0.751,1,Poshlaya Molly,Дом Периньон,71,1
0.655,0.0974,139.955,0.0612,0.239,0.0,4,0.845,5,164571,-5.137,0.516,0,Doode,Groupies,80,1
0.481,0.142,124.914,0.0412,0.697,0.0,4,0.534,0,280282,-9.016,0.293,0,Pritam,Khairiyat,72,1
0.287,0.119,127.783,0.0289,0.876,0.000136,4,0.593,3,223974,-13.164,0.191,1,Feby Putri,Runtuh,69,1
0.52,0.137,84.851,0.202,0.389,0.0,3,0.46,0,196013,-7.274,0.603,0,Niska,Paris,65,1
0.844,0.213,98.929,0.285,0.0749,0.00206,4,0.816,9,148182,-6.188,0.516,1,ALEE,EyEy,45,1
0.681,0.345,135.944,0.222,0.0402,8.47e-05,4,0.926,11,157571,-7.734,0.812,0,VC Barre,Vvvalsta,68,1
0.416,0.106,119.992,0.0317,0.352,8.73e-05,4,0.685,9,207915,-8.609,0.696,0,Dolu Kadehi Ters Tut,Gitme,67,1
0.86,0.0674,175.896,0.182,0.422,0.000284,4,0.725,1,230125,-3.726,0.791,1,Aventura,Volví,92,1
0.625,0.133,149.921,0.0584,0.288,0.0,3,0.489,9,230876,-6.497,0.439,0,Manan Bhardwaj,"Shiddat Title Track (From ""Shiddat"")",61,1
0.716,0.103,115.047,0.0534,0.312,0.0,4,0.76,8,240000,-7.288,0.136,1,Motive,Ömrüm,72,1
0.34,0.097,175.469,0.057,0.886,4.06e-06,4,0.472,5,251932,-10.679,0.445,0,Omer Adam,חורף באוטו,55,1
0.628,0.124,83.803,0.0526,0.294,1.83e-05,4,0.669,2,177857,-4.177,0.784,1,Tiago PZK,Salimo de Noche,83,1
0.415,0.131,91.921,0.0349,0.777,0.0,4,0.813,0,170345,-5.926,0.667,1,Pink Sweat$,At My Worst,77,1
0.641,0.304,122.024,0.0443,0.156,0.000446,4,0.759,1,161722,-6.641,0.369,1,Stefano Cilio,Tonight,55,1
0.843,0.152,108.011,0.06,0.0302,0.0,4,0.821,8,166123,-3.553,0.71,0,Ege Balkiz,Affet Beni Sevgilim,74,1
0.379,0.195,118.899,0.0412,0.797,0.0,4,0.62,3,178627,-8.675,0.509,1,Becky Hill,Remember - Acoustic,73,1
0.626,0.183,82.488,0.0805,0.125,0.0,4,0.731,11,173640,-6.919,0.862,1,Tai Verdes,A-O-K,77,1
0.779,0.0991,138.038,0.147,0.258,0.0,4,0.919,7,189400,-4.739,0.941,0,Naps,Best life,71,1
0.666,0.144,129.814,0.0393,0.4,0.0,4,0.547,6,239795,-5.694,0.43,1,831,"想見你想見你想見你(電視劇""想見你""片尾曲)",64,1
0.482,0.3,102.01,0.0349,0.211,0.0,4,0.704,9,198529,-5.352,0.604,1,Christian Nodal,La Sinvergüenza,81,1
0.159,0.362,104.95,0.0383,0.946,2.02e-05,4,0.83,1,207400,-14.461,0.189,1,Ed Maverick,Fuentes de Ortiz,80,1
0.739,0.365,102.7,0.0982,0.233,0.0,4,0.56,9,188573,-6.291,0.323,1,Mata,SKUTE BOBO,67,1
0.687,0.126,94.037,0.0446,0.268,0.0,4,0.618,2,157566,-5.603,0.398,1,ARIETE,L'ultima notte,74,1
0.417,0.139,102.037,0.271,0.0579,0.00607,4,0.912,1,142941,-10.869,0.181,1,Eden Ben Zaken,ממתק,55,1
0.577,0.296,145.939,0.171,0.169,6.23e-06,4,0.726,2,184599,-8.332,0.406,0,KC Rebell,Gelebt,71,1
0.673,0.0969,139.995,0.0286,0.0388,0.00147,3,0.583,5,191906,-6.7,0.55,0,AHTI,Matkustaja (feat. Aksel Kankaanranta),61,1
0.557,0.124,150.073,0.0318,0.74,0.0,4,0.652,1,169354,-5.714,0.483,0,Alec Benjamin,Let Me Down Slowly,83,1
0.591,0.108,87.509,0.143,0.0186,0.0,4,0.801,2,173725,-5.18,0.231,1,kizaru,Дежавю,66,1
0.752,0.156,100.087,0.0795,0.275,0.0,4,0.776,5,138856,-4.79,0.647,1,Sefo,Bonita,74,1
0.273,0.0658,50.021,0.0336,0.91,1.77e-06,4,0.285,0,252387,-9.271,0.217,1,BRÍET,Esjan,44,1
