energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,artist,track_name,popularity,success
0.351,0.123,122.712,0.101,0.813,0.0,4,0.578,11,240867,-12.432,0.476,0,Sarah Vaughan,Lullaby Of Birdland,55,0
0.944,0.66,158.071,0.396,0.0353,0.0,4,0.475,7,202863,-4.19,0.441,1,Limp Bizkit,Out Of Style,69,0
0.632,0.227,150.015,0.0777,0.138,0.0,4,0.8,7,198400,-8.085,0.47,1,Masked Wolf,Astronaut In The Ocean - The Synaptik & Freek Remix,36,0
0.144,0.235,77.983,0.0313,0.957,0.288,4,0.357,10,374627,-11.261,0.138,1,Stanley Turrentine,"Dorene Don't Cry, I - Remastered",44,0
0.583,0.337,118.655,0.0768,0.468,3.62e-05,3,0.668,3,179693,-8.889,0.818,1,Fenton Robinson,Somebody Loan Me A Dime,0,0
0.644,0.055,164.888,0.0296,0.584,0.362,4,0.542,2,195453,-9.358,0.425,1,Roo Panes,I Just Love You,54,0
0.718,0.116,135.065,0.0569,0.116,1.45e-05,4,0.627,11,234213,-4.039,0.488,1,Matt and Kim,Fall To Pieces,0,0
0.428,0.0899,172.05,0.0556,0.791,0.0192,4,0.556,2,271293,-12.406,0.366,0,Luedji Luna,Bom Mesmo É Estar Debaixo D'Água,45,0
0.792,0.681,134.471,0.0663,0.0657,0.0,4,0.274,5,408806,-8.035,0.212,0,Casa Worship,Fumaça (Ao Vivo),55,0
0.703,0.132,107.562,0.0386,0.607,0.0,4,0.663,6,166091,-4.394,0.651,1,Marília Mendonça,Transplante,64,0
0.588,0.149,98.027,0.0924,0.692,0.000104,4,0.824,6,209438,-6.4,0.513,0,Tones And I,Dance Monkey,76,0
0.548,0.21,125.129,0.0307,0.538,0.0,4,0.666,1,127722,-5.848,0.16,0,Massari,Be Mine,28,0
0.515,0.0937,86.66,0.0488,0.496,0.0,5,0.541,5,210461,-3.182,0.41,1,Mc Pepeu,Menina Se Prepara,77,0
0.542,0.355,133.313,0.0977,0.704,3.59e-05,4,0.552,9,181000,-10.862,0.784,1,Big Mama Thornton,Hound Dog,0,0
0.576,0.109,79.517,0.0451,0.434,0.0,4,0.658,4,184300,-8.367,0.551,1,Susto,Life Is Suffering,38,0
0.62,0.101,92.464,0.227,0.359,0.0,4,0.852,6,155676,-5.79,0.744,0,Mc Poze do Rodo,Vida Louca,77,0
0.652,0.118,150.076,0.0898,0.0267,0.000782,4,0.804,8,200690,-6.282,0.854,1,LISA,LALISA,61,0
0.11,0.174,57.312,0.0405,0.951,0.721,4,0.417,5,313440,-16.504,0.22,0,Sonny Rollins,"He's Younger Than You Are - From ""Alfie"" Score",47,0
0.67,0.104,177.957,0.0484,0.232,2.01e-06,4,0.781,0,208000,-2.588,0.85,0,Lunay,TODO O NADA,78,0
0.842,0.345,81.529,0.0441,0.191,0.000571,4,0.383,9,226853,-4.385,0.647,0,Santana,Joy,59,0
0.874,0.0489,122.953,0.0662,0.168,1.14e-05,4,0.734,8,166028,-3.158,0.905,1,Joel Corry,Head & Heart (feat. MNEK),85,0
0.695,0.084,131.307,0.0377,0.00393,0.188,4,0.537,11,295693,-9.88,0.77,1,Albert Collins,T-Bone Shuffle,50,0
0.654,0.0584,159.937,0.298,0.309,0.0,4,0.808,0,134476,-7.318,0.628,0,Tasneem Elaidy,Astronaut in the Ocean,40,0
0.219,0.319,99.542,0.0305,0.837,0.0112,4,0.57,3,219134,-14.433,0.263,1,Gustavo Bertoni,Be Here Now,47,0
0.547,0.161,124.969,0.0315,0.597,0.0,4,0.823,4,160000,-7.343,0.772,0,Raiz Forte Reggae,Vem Me Dar a Mão,31,0
0.485,0.281,148.851,0.197,0.81,0.0,4,0.59,0,147667,-5.262,0.695,0,Nancy Wilson,What A Little Moonlight Can Do - Remastered,46,0
0.232,0.1,148.531,0.0303,0.87,0.948,4,0.378,0,306200,-18.05,0.155,1,Ahmad Jamal Trio,Dolphin Dance,0,0
0.382,0.0833,90.069,0.0708,0.109,5.39e-06,4,0.751,9,166667,-9.097,0.369,0,Llunr,Doo Doo Doo,24,0
0.0331,0.11,85.773,0.0417,0.973,0.000965,3,0.393,3,180200,-17.548,0.159,0,George Shearing Quintet,The Nearness Of You - Remastered,48,0
0.698,0.0715,105.018,0.076,0.00104,0.0,4,0.899,0,212582,-4.788,0.457,1,Tropa do Bruxo,Oclin e Evoque,61,0
0.715,0.101,134.074,0.0356,0.359,0.0,4,0.549,10,229773,-7.01,0.555,1,The Lumineers,BRIGHTSIDE,62,0
0.614,0.152,140.029,0.0503,0.832,0.0,4,0.501,9,153139,-7.694,0.733,1,BG,Ensaiando a Despedida,56,0
0.425,0.1,135.128,0.375,0.328,0.13,4,0.701,7,194088,-10.965,0.562,1,Billie Eilish,bad guy,86,0
0.859,0.4,132.419,0.147,0.158,0.0,4,0.566,1,159104,-7.088,0.785,1,Raquel,Las Muchachas De Copacabana,34,0
0.771,0.102,99.048,0.0483,0.0237,7e-06,4,0.676,8,207133,-3.675,0.569,1,Harry Styles,Adore You,84,0
0.46,0.332,82.627,0.118,0.313,0.0,4,0.549,5,185976,-8.374,0.507,0,NOVO,Selfish,22,0
0.781,0.217,172.134,0.229,0.207,0.0,4,0.605,1,183267,-3.913,0.796,1,Stray Kids,Thunderous,57,0
0.752,0.11,125.013,0.0611,0.403,0.000288,4,0.868,9,178246,-6.39,0.498,1,Bali,Feel Hai,52,0
0.546,0.167,118.214,0.0341,0.439,0.000557,4,0.553,9,342067,-7.459,0.7,0,Miles Davis,Milestones (feat. John Coltrane & Cannonball Adderley),55,0
0.755,0.152,191.931,0.0559,0.042,0.0,4,0.535,6,169668,-5.354,0.311,0,AriBeatz,Aquí (feat. Ozuna & Soolking),53,0
0.721,0.0932,126.081,0.0714,0.0642,0.019,4,0.842,0,122981,-8.706,0.476,1,KVSH,Bugs,55,0
0.99,0.0947,150.051,0.133,0.000507,0.0,4,0.447,7,169751,-3.429,0.241,1,Crown The Empire,Dancing with the Dead,55,0
0.769,0.742,156.032,0.28,0.311,0.0,4,0.527,2,227773,-0.419,0.719,1,NCT 127,Sticker,69,0
0.746,0.703,137.821,0.0382,0.257,0.0,4,0.397,9,372174,-5.768,0.165,0,Morada,É Tudo Sobre Você - Ao Vivo,0,0
0.862,0.135,170.102,0.0927,0.606,0.0,4,0.707,1,169296,-4.549,0.816,0,Marília Mendonça,Hoje Somos Só Metade - Ao Vivo,63,0
0.918,0.127,108.734,0.0824,4.63e-05,0.345,3,0.564,11,325600,-5.512,0.682,0,Bullet For My Valentine,Bastards,60,0
0.288,0.103,158.024,0.0314,0.844,0.000708,4,0.51,2,208833,-11.067,0.29,1,Chico Chico,Ribanceira,33,0
0.808,0.149,100.304,0.0892,0.0759,0.0,4,0.391,8,203507,-6.209,0.737,0,The Kooks,Naive,74,0
0.633,0.0927,201.726,0.294,0.511,0.00337,4,0.495,6,156600,-6.675,0.738,1,Kizz Daniel,Lie,65,0
0.79,0.102,105.01,0.0393,0.293,2.05e-06,4,0.688,2,220800,-6.127,0.902,1,Karl Wolf,Ya Hilwe - Dance With Me Now,37,0
0.458,0.105,129.861,0.0702,0.585,0.000422,4,0.447,10,257853,-8.532,0.158,0,Foy Vance,Sapling,52,0
0.412,0.107,114.98,0.113,0.759,0.0115,4,0.729,11,170026,-11.049,0.148,0,2STRANGE,Mariana,30,0
0.755,0.143,83.997,0.112,0.0967,2.25e-05,4,0.562,7,277693,-4.367,0.609,0,Dímelo Flow,Se Le Ve,76,0
0.679,0.15,103.462,0.137,0.251,0.0,4,0.554,8,203093,-4.007,0.284,1,King Promise,Ring My Line (feat. Headie One),56,0
0.881,0.085,122.002,0.0429,0.135,2.71e-05,4,0.658,0,248350,-4.12,0.893,1,SPITZ,大好物,56,0
0.571,0.094,125.994,0.085,0.0624,1.63e-06,4,0.81,10,179375,-7.189,0.771,0,Clean Bandit,Drive (feat. Wes Nelson),79,0
0.68,0.201,113.256,0.0502,0.0191,0.00752,4,0.601,2,272347,-7.683,0.819,1,The Felice Brothers,Jazz on the Autobahn,46,0
0.384,0.204,86.625,0.274,0.819,0.000338,5,0.788,11,142832,-8.31,0.253,1,Niack,Colocada Forte,59,0
0.313,0.135,127.106,0.0312,0.897,0.0432,4,0.381,7,422907,-11.852,0.376,0,John Coltrane,"A Love Supreme, Pt. IV - Psalm",47,0
0.812,0.105,138.185,0.0377,0.0164,0.000763,4,0.699,0,276693,-6.005,0.662,1,Peter Bjorn and John,Young Folks,75,0
0.734,0.0728,103.027,0.0491,0.0221,0.000179,4,0.85,2,149214,-6.415,0.406,1,JEON SOMI,DUMB DUMB,73,0
0.544,0.0395,129.988,0.0843,0.0466,0.0179,4,0.953,5,145846,-5.411,0.853,0,MC Levin,É Só Botada,65,0
0.913,0.193,128.04,0.113,0.00364,6.92e-05,4,0.758,6,186210,-2.926,0.658,0,Majestic,Rasputin,84,0
0.877,0.293,106.272,0.053,0.000242,2.66e-06,4,0.504,4,104360,-7.469,0.821,0,Germs,Lexicon Devil,45,0
0.187,0.225,126.164,0.0676,0.815,0.000492,4,0.703,5,439507,-16.273,0.656,0,Paul Desmond,The Way You Look Tonight - 2003 Remastered,47,0
0.272,0.114,112.026,0.0628,0.0117,0.158,4,0.885,10,198846,-11.362,0.806,0,Hajaj,High No More,46,0
0.243,0.0905,118.578,0.123,0.829,1.02e-06,4,0.746,4,215747,-15.134,0.425,0,Nina Simone,My Baby Just Cares for Me - 2013 Remastered Version,68,0
0.454,0.345,133.969,0.0321,0.0853,0.0,4,0.463,6,292756,-9.287,0.239,1,Eyshila,Nada Pode Calar Um Adorador,55,0
0.638,0.296,89.989,0.0334,0.0245,3.59e-05,4,0.616,7,257893,-7.981,0.507,1,Brett Dennen,See the World,63,0
0.329,0.085,82.148,0.0382,0.685,0.000183,4,0.47,2,214361,-16.57,0.102,1,Aisha Badru,The Way Back Home,58,0
0.605,0.0803,74.646,0.0603,0.794,0.0,4,0.622,7,192888,-6.832,0.725,1,Grupo Menos É Mais,Pagando Mal Com Mal,60,0
0.315,0.207,82.494,0.0486,0.718,0.0,4,0.415,7,322543,-10.714,0.327,1,Ana Cañas,Coração Selvagem,37,0
0.316,0.0843,76.571,0.102,0.636,0.0,4,0.733,10,291000,-12.281,0.409,0,Viramundo,Feed,31,0
0.0926,0.0887,81.187,0.05,0.861,0.49,4,0.698,2,253840,-20.716,0.0961,0,Oscar Peterson Trio,Have You Met Miss Jones?,13,0
0.124,0.246,66.105,0.0404,0.963,0.333,4,0.488,3,255960,-13.038,0.205,1,John Coltrane Quartet,Say It (Over And Over Again),54,0
0.549,0.123,120.07,0.0452,0.122,0.000253,4,0.779,5,147000,-8.352,0.605,0,Ornellas,Real,22,0
0.405,0.145,149.854,0.0503,0.892,0.245,3,0.582,6,196000,-11.964,0.688,1,Piyath Rajapakse,Dawasak Ewi,30,0
0.729,0.117,133.797,0.052,0.603,0.0,4,0.704,11,171627,-5.227,0.493,0,Marília Mendonça,Perto de Você - Ao Vivo,64,0
0.525,0.159,121.925,0.0383,0.062,0.000559,4,0.692,11,155016,-9.707,0.302,1,Reina Khoury,Exist With You,29,0
0.856,0.245,157.109,0.0457,0.516,0.0652,4,0.616,9,108373,-6.098,0.75,1,PinkPantheress,I must apologise,72,0
0.807,0.168,111.955,0.0568,0.315,0.0,4,0.757,10,231627,-3.704,0.499,1,Marília Mendonça,Você Nem É Tudo Isso,60,0
0.484,0.0904,140.088,0.0284,0.213,0.000102,4,0.637,1,213920,-9.426,0.59,1,Wild Rivers,Amsterdam,62,0
0.247,0.105,134.025,0.139,0.687,3.29e-06,4,0.747,4,195291,-17.699,0.188,0,Kiaz,Cházinho,36,0
0.954,0.0768,91.205,0.126,0.35,0.000265,4,0.569,2,134027,-4.82,0.574,1,Operation Ivy,Sound System,0,0
0.383,0.0963,117.526,0.0633,0.627,5.44e-06,4,0.624,8,331267,-10.561,0.674,1,Lee Konitz,Two Not One,48,0
0.525,0.153,104.046,0.0478,0.0938,0.000304,4,0.852,4,168462,-9.363,0.745,1,Burna Boy,Question (feat. Don Jazzy),54,0
0.843,0.18,139.959,0.0444,0.14,0.0,4,0.58,10,196091,-4.546,0.486,0,Johnny Hooker,Amante de Aluguel,52,0
0.764,0.0709,131.974,0.12,0.315,3.18e-06,4,0.839,7,196818,-5.556,0.667,1,Marília Mendonça,Alô Porteiro - Ao Vivo,64,0
0.976,0.158,101.285,0.0483,0.00672,2.47e-06,4,0.372,9,312040,-4.329,0.714,1,Iggy Pop,Lust For Life,45,0
0.0644,0.126,113.713,0.0359,0.971,0.000134,4,0.417,4,191960,-19.687,0.138,0,Betty Carter,This Is Always,54,0
0.471,0.111,113.015,0.0373,0.549,7.69e-05,4,0.793,0,197819,-11.73,0.838,1,Gilberto Gil,Refloresta,48,0
0.639,0.308,131.68,0.0522,0.759,0.0,4,0.468,1,222751,-7.618,0.798,1,Vitinho,Vai Que Cola - Ao Vivo,62,0
0.758,0.303,97.094,0.0371,0.00616,0.0,4,0.288,6,201726,-5.692,0.619,0,Arctic Monkeys,R U Mine?,78,0
0.765,0.0601,99.96,0.0633,0.464,0.0,4,0.823,2,184618,-1.695,0.715,0,B Praak,"Naah Goriye (From ""Bala"")",63,0
0.0644,0.174,106.994,0.0408,0.972,4.36e-06,5,0.504,2,181440,-14.754,0.403,0,Billie Holiday,All of Me,63,0
0.856,0.151,135.002,0.0748,8.24e-05,3.23e-06,4,0.467,11,257778,-7.819,0.248,0,Annisokay,Time,50,0
0.208,0.181,102.778,0.0413,0.962,0.929,4,0.406,1,368107,-13.767,0.291,0,Freddie Hubbard,Mirrors - Remastered 2004,53,0
0.612,0.164,118.381,0.0339,0.101,0.318,4,0.678,4,216627,-9.764,0.857,1,Freddie King,Stumble,52,0
0.729,0.109,80.503,0.0266,0.181,0.0,4,0.553,0,203653,-3.696,0.776,1,The Strumbellas,Spirits,0,0
0.971,0.255,118.369,0.177,0.0148,1.34e-05,4,0.439,11,163880,-5.855,0.24,0,Stiff Little Fingers,Alternative Ulster,53,0
0.454,0.126,104.953,0.0487,0.0939,0.000268,5,0.781,0,159408,-10.098,0.527,1,Maneva,Anunciação - Ao Vivo,55,0
0.75,0.249,150.064,0.0469,0.0065,0.254,4,0.419,11,157360,-8.798,0.861,0,Wire,Mannequin - 2006 Remastered Version,0,0
0.691,0.108,103.999,0.113,0.0159,1.44e-05,4,0.835,0,263289,-5.828,0.581,1,WizKid,Essence (feat. Justin Bieber & Tems),78,0
0.742,0.256,105.04,0.0327,0.00286,0.00105,4,0.605,4,271160,-4.363,0.47,0,The Rolling Stones,Anybody Seen My Baby? - Remastered,60,0
0.729,0.115,139.959,0.0488,0.097,1.47e-06,4,0.862,0,192586,-4.66,0.851,1,JAY B,B.T.W (feat. Jay Park) - Prod. Cha Cha Malone,67,0
0.626,0.101,135.004,0.0298,0.414,0.0582,4,0.792,0,208154,-7.863,0.923,1,Céu,Chega Mais,47,0
0.98,0.183,147.944,0.0939,0.026,6.77e-06,4,0.645,0,205667,-3.288,0.76,0,Gen Hoshino,Cube,61,0
0.261,0.184,82.425,0.0424,0.424,6.6e-05,4,0.631,5,420693,-10.988,0.58,0,Miles Davis,All of You,48,0
0.376,0.0642,120.713,0.0433,0.725,0.251,4,0.583,6,217373,-10.914,0.614,1,Count Basie,Splanky,52,0
0.963,0.365,120.081,0.0911,2.2e-05,0.0615,4,0.492,2,299677,-5.241,0.146,0,Bloodred Hourglass,Leaves,48,0
0.609,0.0926,130.041,0.0707,0.304,0.0,4,0.664,1,210560,-6.509,0.194,1,Doja Cat,Need to Know,78,0
0.741,0.289,119.896,0.0287,0.101,1.41e-05,4,0.72,10,198053,-6.529,0.357,0,Aaron Smith,Dancin (feat. Luvli) - Krono Remix,79,0
0.748,0.0491,124.02,0.0444,0.21,0.0793,4,0.884,1,185806,-4.67,0.601,1,Groove Delight,"Beat, Slow, Check",53,0
0.384,0.0687,102.597,0.0388,0.418,0.317,4,0.872,0,515000,-16.204,0.938,1,B.B. King,To Know You Is To Love You,55,0
0.415,0.145,112.008,0.0264,0.852,0.00058,4,0.638,7,223422,-10.027,0.586,1,Anderson Freire,Confiar em Deus - Spotify Singles,56,0
0.305,0.125,164.902,0.0494,0.789,0.352,3,0.546,3,198800,-10.934,0.664,1,Clifford Brown,Joy Spring,46,0
0.799,0.101,120.386,0.0819,0.0681,1.02e-06,4,0.435,2,209000,-6.286,0.192,0,Idrissi,Rebirth,29,0
0.921,0.314,145.589,0.0758,0.0488,0.065,3,0.353,2,271653,-5.64,0.526,1,Buddy Guy,"Damn Right, I've Got the Blues",55,0
0.382,0.128,87.029,0.0466,0.585,0.0,4,0.718,7,200992,-8.237,0.499,1,Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",70,0
0.386,0.15,142.371,0.0441,0.75,0.0,4,0.589,5,127800,-8.013,0.518,0,Peggy Lee,Alone Together,47,0
0.856,0.397,170.106,0.0562,0.00687,2.48e-06,4,0.723,1,136844,-5.596,0.688,1,Pabllo Vittar,Parabéns,55,0
0.124,0.106,79.37,0.0562,0.792,0.0,4,0.567,0,162867,-16.446,0.343,1,Dean Martin,I've Grown Accustomed To Her Face - Remastered/1998,51,0
0.585,0.0766,144.051,0.0529,0.13,3.33e-05,4,0.712,9,195820,-11.447,0.868,0,Armandinho,Minha Mina,48,0
0.0429,0.148,96.097,0.0408,0.951,0.0184,4,0.425,1,419627,-24.86,0.255,1,Stan Getz,A Nightingale Sang In Berkeley Square,0,0
0.546,0.302,129.926,0.188,0.844,6.93e-05,4,0.948,11,180461,-0.71,0.893,1,Dj Henrique de Ferraz,Vai Fofoqueira,66,0
0.769,0.937,175.813,0.183,0.412,0.0,4,0.6,2,176777,-6.572,0.86,1,Ferrugem,É Dor Que Não Passa - Ao Vivo,64,0
0.527,0.119,118.504,0.0297,0.713,0.934,4,0.398,4,301867,-16.591,0.353,0,Herbie Hancock,Tell Me a Bedtime Story,51,0
0.427,0.318,115.416,0.778,0.331,0.0,4,0.719,2,94649,-7.395,0.451,1,Dj Scar,Bom Dia / A Tropa do Serrão te Chamou pra Piscina,27,0
0.525,0.0779,100.033,0.0638,0.119,0.00203,4,0.805,6,204755,-7.376,0.693,0,Rema,Soundgasm,73,0
0.901,0.782,82.989,0.404,0.238,0.0,4,0.609,8,249480,-4.897,0.649,1,WMD,Niqezzab,15,0
0.62,0.0752,175.891,0.0294,0.447,0.206,4,0.622,0,301960,-4.711,0.524,1,Spoon,Inside Out,35,0
0.935,0.111,139.961,0.0417,1.44e-05,0.0415,4,0.462,6,214134,-5.215,0.721,0,Beast In Black,Hardcore,59,0
0.418,0.192,124.392,0.0608,0.531,0.0,4,0.433,11,180930,-8.462,0.472,0,Nilo,Te Avisei,30,0
0.479,0.122,144.005,0.0341,0.934,0.00149,4,0.593,10,247000,-7.346,0.592,1,Dustbowl Revival,The Exception,43,0
0.61,0.952,144.058,0.0322,0.717,0.0,4,0.626,2,212531,-7.222,0.67,1,Guga Nandes,Presentinho - Live,59,0
0.612,0.202,82.851,0.344,0.0907,0.0,5,0.522,7,261639,-5.923,0.484,0,Borges,Proibidão 2021,59,0
0.535,0.0903,144.548,0.0305,0.73,0.00414,3,0.487,8,379000,-8.47,0.591,0,Horace Silver,Serenade To A Soul Sister - Remastered,47,0
0.786,0.0911,94.015,0.0474,0.148,0.000223,4,0.672,9,152923,-7.084,0.651,0,Omar Basaad,Busy Body,0,0
0.988,0.334,126.036,0.0729,0.000697,0.844,4,0.725,7,167619,-5.201,0.333,1,INNDRIVE,Shake It,69,0
0.129,0.358,98.189,0.0388,0.887,0.00135,4,0.481,7,202638,-16.201,0.387,1,Ayrton Montarroyos,Não Identificado,30,0
0.877,0.114,160.513,0.281,0.0128,0.000918,4,0.716,2,89667,-9.299,0.956,1,Minutemen,Viet Nam,46,0
0.338,0.0998,82.174,0.0281,0.8,5.79e-05,4,0.408,2,238516,-10.863,0.0993,1,Humbird,May,37,0
0.802,0.189,132.02,0.0351,0.102,0.0,4,0.764,0,194080,-4.217,0.323,1,STAYC,ASAP,74,0
0.668,0.233,117.003,0.0282,0.0233,0.000103,4,0.636,5,215794,-5.861,0.687,1,Samantha Crain,Pick Apart,39,0
0.815,0.225,135.095,0.058,0.468,0.0,4,0.654,0,173427,-4.976,0.661,1,Marília Mendonça,Amante Não Tem Lar - Ao Vivo,67,0
0.546,0.0957,87.353,0.0296,0.625,2.38e-06,4,0.614,2,189329,-6.858,0.435,1,Tré Burt,Sweet Misery,18,0
0.493,0.151,101.022,0.0254,0.861,5.72e-05,4,0.542,11,196211,-8.022,0.273,1,Allison Ponthier,Harshest Critic,13,0
0.496,0.0853,110.932,0.0307,0.237,0.0723,4,0.767,10,252133,-11.399,0.751,1,Lafayette Leake,Short Dressed Woman,48,0
0.409,0.0915,129.678,0.0312,0.199,1.53e-05,4,0.293,4,522462,-9.254,0.0734,0,Casa Worship,Yeshua,62,0
0.714,0.316,176.192,0.311,0.243,0.0,4,0.616,7,272277,-3.965,0.695,0,Maneva,Deixe-Me Ir / Tem Café - Ao Vivo,49,0
0.472,0.0858,78.975,0.137,0.601,0.0,4,0.432,4,218639,-7.958,0.113,0,Rilès,1000 REASONS,52,0
0.65,0.318,154.092,0.122,0.692,0.0,4,0.575,7,206805,-6.716,0.571,1,Grupo Menos É Mais,Amor Falsificado,69,0
0.592,0.13,100.214,0.0454,0.369,0.0,4,0.594,11,205360,-8.136,0.523,0,AHI,Danger,34,0
0.651,0.127,136.181,0.0714,0.612,2.66e-06,4,0.638,6,318238,-7.881,0.407,0,Liniker,Baby 95,54,0
0.81,0.322,125.979,0.0669,0.0424,0.000233,4,0.697,6,156888,-5.128,0.558,0,Tony Igy,Astronomia - Never Go Home,69,0
0.593,0.352,92.82,0.0597,0.468,2.19e-05,4,0.686,0,159707,-10.078,0.946,1,Clarence Carter,Part Time Love,48,0
0.941,0.0318,165.369,0.116,3.48e-05,0.00011,4,0.212,5,229960,-6.111,0.363,1,Blood Youth,Something To Numb The Pain,45,0
0.278,0.255,81.712,0.0312,0.55,0.21,4,0.584,4,215027,-18.566,0.75,1,Willie Dixon,Little Red Rooster,50,0
0.918,0.0971,148.114,0.0746,0.00119,0.0,4,0.355,1,222200,-4.36,0.24,1,The Killers,Mr. Brightside,67,0
0.676,0.136,104.545,0.0371,0.000423,0.000899,4,0.278,9,237027,-8.821,0.494,1,Franz Ferdinand,Take Me Out,5,0
0.767,0.0989,122.06,0.127,0.106,0.834,4,0.804,7,200656,-6.162,0.404,0,Alok,Alone,55,0
0.805,0.659,148.298,0.0641,0.313,0.0,4,0.605,6,191696,-3.212,0.738,1,STAYC,STEREOTYPE,79,0
0.213,0.363,55.309,0.0364,0.77,0.0,3,0.257,11,211733,-11.787,0.209,1,Uwade,The Man Who Sees Tomorrow,46,0
0.564,0.169,163.915,0.0605,0.203,0.000862,4,0.639,7,131801,-11.863,0.357,0,Adriana Calcanhotto,Veneno Bom,38,0
0.422,0.0626,89.263,0.0552,0.388,0.000107,4,0.664,5,327773,-11.738,0.533,1,Art Pepper,You'd Be So Nice to Come Home To,47,0
0.784,0.115,125.993,0.112,0.194,6.28e-06,4,0.669,7,150053,-5.603,0.517,1,ATB,Your Love (9PM),83,0
0.835,0.336,148.065,0.177,0.0323,0.000131,4,0.802,4,137451,-4.775,0.795,1,Bivolt,Raspa Placa,52,0
0.792,0.92,154.027,0.0393,0.607,2.36e-05,4,0.65,6,225672,-3.825,0.872,0,Matheus Fernandes,Baby Me Atende,80,0
0.344,0.103,81.916,0.111,0.85,0.0,4,0.621,5,245625,-8.564,0.888,0,L7NNON,Probleminha Diário (Papasessions #7),64,0
0.806,0.967,91.081,0.123,0.348,0.0,4,0.454,0,243293,-7.58,0.475,1,Rael,Aurora Boreal - Ao Vivo,0,0
0.796,0.165,155.043,0.334,0.522,0.0,4,0.897,9,119613,-3.782,0.959,1,Rebecca,Ao Som do 150,50,0
0.271,0.0937,139.333,0.105,0.655,2.07e-06,4,0.487,4,154290,-12.913,0.479,0,Crod,Uma Chance,25,0
0.451,0.172,134.057,0.0329,0.686,3.23e-05,4,0.687,4,185596,-12.876,0.668,1,Craig Cardiff,All This Time Running,30,0
0.337,0.126,133.27,0.0463,0.851,2.12e-05,4,0.488,5,181653,-10.185,0.471,0,Mel Tormé,They Can't Take That Away from Me - 2012 Remastered Version,40,0
0.68,0.74,135.924,0.0356,0.328,0.0286,4,0.54,9,221799,-11.112,0.636,1,Los Hermanos,O Vento - Ao Vivo,43,0
0.561,0.106,120.114,0.048,0.39,0.0,4,0.689,11,244005,-8.258,0.28,0,Duquesa,Para pra Pensar,34,0
0.637,0.0925,77.012,0.0565,0.169,3.75e-05,4,0.801,0,218360,-6.406,0.769,1,Keb' Mo',The Medicine Man [Feat. Old Crow Medicine Show],50,0
0.507,0.0728,99.953,0.0274,0.00213,0.000704,4,0.764,9,200100,-7.275,0.753,0,Calbertini,Por do Sol,31,0
0.255,0.105,130.837,0.032,0.886,2.08e-05,4,0.428,4,266080,-12.516,0.393,1,John Paul White,Sam Stone,38,0
0.59,0.104,173.623,0.359,0.725,0.0,4,0.517,4,235135,-8.269,0.831,0,Kiaz,Censura e Prazer,29,0
0.715,0.138,106.932,0.0779,0.248,0.0,4,0.795,9,229346,-4.923,0.689,0,Sarkodie,Non Living Thing (feat. Oxlade),18,0
0.498,0.0994,98.151,0.0261,0.397,0.146,4,0.619,8,270187,-8.11,0.132,1,Phillip Long,Como Nunca Antes,28,0
0.439,0.166,110.006,0.0531,0.0764,6.31e-06,4,0.7,4,187629,-10.154,0.206,0,Luan Otten,5458,53,0
0.441,0.127,144.045,0.031,0.667,1.25e-06,4,0.648,11,193290,-10.167,0.488,0,Toshi,Dil de Bol,49,0
0.649,0.11,93.025,0.0534,0.0215,2.83e-05,4,0.631,8,125061,-8.554,0.495,0,CHAMELEO,Enigma,45,0
0.829,0.254,93.059,0.0412,0.0289,0.0,4,0.691,0,169154,-7.179,0.866,1,Tesher,Jalebi Baby (Tesher x Jason Derulo),78,0
0.692,0.207,135.954,0.0554,0.0483,0.0,4,0.805,5,207125,-4.781,0.697,1,Duoroots,Viver Com Você,32,0
0.873,0.0665,133.055,0.0651,0.119,1.38e-06,4,0.832,2,135616,-2.827,0.465,1,Mateus Carrilho,PANCADA,54,0
0.356,0.175,174.176,0.0303,0.613,0.0,3,0.262,0,187667,-8.031,0.426,0,Etta James,Stormy Weather,65,0
0.699,0.138,77.966,0.0537,0.694,0.835,4,0.366,7,229520,-13.356,0.445,1,The Stooges,Search and Destroy,0,0
0.277,0.0845,90.38,0.035,0.814,0.756,4,0.704,0,597280,-11.675,0.322,1,Jimmy Smith,Midnight Special - Rudy Van Gelder Digital Remaster/2007,51,0
0.765,0.0936,114.044,0.0993,0.0112,0.0,4,0.746,6,199054,-4.41,0.737,0,BTS,Dynamite,3,0
0.578,0.101,155.976,0.0499,0.295,0.0,4,0.697,8,181291,-8.729,0.622,1,Corvel,Junto a ti,27,0
0.643,0.072,140.01,0.0688,0.045,0.0,4,0.843,2,216000,-7.598,0.171,1,Red Lion,Tenho Fé,24,0
0.867,0.347,94.952,0.048,0.000303,0.0,4,0.389,1,269000,-3.604,0.215,1,LiSA,明け星,70,0
0.676,0.122,83.812,0.0604,0.753,0.0,4,0.594,8,163571,-5.943,0.949,0,Bom Gosto,Juramento do Dedinho,62,0
0.205,0.108,179.224,0.0524,0.899,0.000143,3,0.452,1,226467,-10.901,0.548,1,Emily Scott Robinson,Old Gods,42,0
0.499,0.114,121.056,0.0415,0.496,0.0219,4,0.775,4,232707,-7.181,0.862,1,The Fabulous Thunderbirds,Scratch My Back,53,0
